event,gender,performance,points
800m,FEMALE,3:03.13,374.0
1000m,FEMALE,3:56.62,374.0
1500m,FEMALE,6:14.47,374.0
Mile,FEMALE,6:45.47,374.0
2000m,FEMALE,8:38.53,374.0
3000m,FEMALE,13:39.99,374.0
2 Miles,FEMALE,14:44.17,374.0
5000m,FEMALE,23:46.69,374.0
600m,FEMALE,2:11.11,373.0
800m,FEMALE,3:03.24,373.0
1000m,FEMALE,3:56.76,373.0
1500m,FEMALE,6:14.69,373.0
Mile,FEMALE,6:45.71,373.0
2000m,FEMALE,8:38.84,373.0
3000m,FEMALE,13:40.50,373.0
2 Miles,FEMALE,14:44.72,373.0
5000m,FEMALE,23:47.60,373.0
600m,FEMALE,2:11.19,372.0
800m,FEMALE,3:03.35,372.0
1000m,FEMALE,3:56.90,372.0
1500m,FEMALE,6:14.91,372.0
Mile,FEMALE,6:45.95,372.0
2000m,FEMALE,8:39.16,372.0
3000m,FEMALE,13:41.01,372.0
2 Miles,FEMALE,14:45.28,372.0
5000m,FEMALE,23:48.50,372.0
600m,FEMALE,2:11.27,371.0
800m,FEMALE,3:03.46,371.0
1000m,FEMALE,3:57.04,371.0
1500m,FEMALE,6:15.13,371.0
Mile,FEMALE,6:46.19,371.0
2000m,FEMALE,8:39.47,371.0
3000m,FEMALE,13:41.52,371.0
2 Miles,FEMALE,14:45.83,371.0
5000m,FEMALE,23:49.40,371.0
600m,FEMALE,2:11.35,370.0
800m,FEMALE,3:03.57,370.0
1000m,FEMALE,3:57.18,370.0
1500m,FEMALE,6:15.36,370.0
Mile,FEMALE,6:46.44,370.0
2000m,FEMALE,8:39.78,370.0
3000m,FEMALE,13:42.03,370.0
2 Miles,FEMALE,14:46.38,370.0
5000m,FEMALE,23:50.30,370.0
600m,FEMALE,2:11.43,369.0
800m,FEMALE,3:03.68,369.0
1000m,FEMALE,3:57.32,369.0
1500m,FEMALE,6:15.58,369.0
Mile,FEMALE,6:46.68,369.0
2000m,FEMALE,8:40.10,369.0
3000m,FEMALE,13:42.54,369.0
2 Miles,FEMALE,14:46.94,369.0
5000m,FEMALE,23:51.21,369.0
600m,FEMALE,2:11.51,368.0
800m,FEMALE,3:03.79,368.0
1000m,FEMALE,3:57.46,368.0
1500m,FEMALE,6:15.80,368.0
Mile,FEMALE,6:46.92,368.0
2000m,FEMALE,8:40.41,368.0
3000m,FEMALE,13:43.05,368.0
2 Miles,FEMALE,14:47.49,368.0
5000m,FEMALE,23:52.12,368.0
600m,FEMALE,2:11.59,367.0
800m,FEMALE,3:03.89,367.0
1000m,FEMALE,3:57.60,367.0
1500m,FEMALE,6:16.02,367.0
Mile,FEMALE,6:47.16,367.0
2000m,FEMALE,8:40.73,367.0
3000m,FEMALE,13:43.57,367.0
2 Miles,FEMALE,14:48.05,367.0
5000m,FEMALE,23:53.03,367.0
600m,FEMALE,2:11.67,366.0
800m,FEMALE,3:04.00,366.0
1000m,FEMALE,3:57.74,366.0
1500m,FEMALE,6:16.25,366.0
Mile,FEMALE,6:47.41,366.0
2000m,FEMALE,8:41.04,366.0
3000m,FEMALE,13:44.08,366.0
2 Miles,FEMALE,14:48.60,366.0
5000m,FEMALE,23:53.93,366.0
600m,FEMALE,2:11.75,365.0
800m,FEMALE,3:04.11,365.0
1000m,FEMALE,3:57.88,365.0
1500m,FEMALE,6:16.47,365.0
Mile,FEMALE,6:47.65,365.0
2000m,FEMALE,8:41.36,365.0
3000m,FEMALE,13:44.59,365.0
2 Miles,FEMALE,14:49.16,365.0
5000m,FEMALE,23:54.85,365.0
600m,FEMALE,2:11.83,364.0
800m,FEMALE,3:04.22,364.0
1000m,FEMALE,3:58.02,364.0
1500m,FEMALE,6:16.70,364.0
Mile,FEMALE,6:47.89,364.0
2000m,FEMALE,8:41.68,364.0
3000m,FEMALE,13:45.11,364.0
2 Miles,FEMALE,14:49.72,364.0
5000m,FEMALE,23:55.76,364.0
600m,FEMALE,2:11.91,363.0
800m,FEMALE,3:04.33,363.0
1000m,FEMALE,3:58.16,363.0
1500m,FEMALE,6:16.92,363.0
Mile,FEMALE,6:48.14,363.0
2000m,FEMALE,8:41.99,363.0
3000m,FEMALE,13:45.62,363.0
2 Miles,FEMALE,14:50.28,363.0
5000m,FEMALE,23:56.67,363.0
600m,FEMALE,2:11.99,362.0
800m,FEMALE,3:04.44,362.0
1000m,FEMALE,3:58.30,362.0
1500m,FEMALE,6:17.14,362.0
Mile,FEMALE,6:48.38,362.0
2000m,FEMALE,8:42.31,362.0
3000m,FEMALE,13:46.14,362.0
2 Miles,FEMALE,14:50.84,362.0
5000m,FEMALE,23:57.58,362.0
600m,FEMALE,2:12.07,361.0
800m,FEMALE,3:04.55,361.0
1000m,FEMALE,3:58.44,361.0
1500m,FEMALE,6:17.37,361.0
Mile,FEMALE,6:48.63,361.0
2000m,FEMALE,8:42.63,361.0
3000m,FEMALE,13:46.66,361.0
2 Miles,FEMALE,14:51.40,361.0
5000m,FEMALE,23:58.50,361.0
600m,FEMALE,2:12.15,360.0
800m,FEMALE,3:04.66,360.0
1000m,FEMALE,3:58.58,360.0
1500m,FEMALE,6:17.60,360.0
Mile,FEMALE,6:48.87,360.0
2000m,FEMALE,8:42.95,360.0
3000m,FEMALE,13:47.17,360.0
2 Miles,FEMALE,14:51.96,360.0
5000m,FEMALE,23:59.42,360.0
600m,FEMALE,2:12.23,359.0
800m,FEMALE,3:04.77,359.0
1000m,FEMALE,3:58.72,359.0
1500m,FEMALE,6:17.82,359.0
Mile,FEMALE,6:49.12,359.0
2000m,FEMALE,8:43.27,359.0
3000m,FEMALE,13:47.69,359.0
2 Miles,FEMALE,14:52.52,359.0
5000m,FEMALE,24:00.33,359.0
600m,FEMALE,2:12.31,358.0
800m,FEMALE,3:04.88,358.0
1000m,FEMALE,3:58.87,358.0
1500m,FEMALE,6:18.05,358.0
Mile,FEMALE,6:49.36,358.0
2000m,FEMALE,8:43.58,358.0
3000m,FEMALE,13:48.21,358.0
2 Miles,FEMALE,14:53.08,358.0
5000m,FEMALE,24:01.25,358.0
600m,FEMALE,2:12.39,357.0
800m,FEMALE,3:04.99,357.0
1000m,FEMALE,3:59.01,357.0
1500m,FEMALE,6:18.27,357.0
Mile,FEMALE,6:49.61,357.0
2000m,FEMALE,8:43.90,357.0
3000m,FEMALE,13:48.73,357.0
2 Miles,FEMALE,14:53.65,357.0
5000m,FEMALE,24:02.17,357.0
600m,FEMALE,2:12.47,356.0
800m,FEMALE,3:05.10,356.0
1000m,FEMALE,3:59.15,356.0
1500m,FEMALE,6:18.50,356.0
Mile,FEMALE,6:49.86,356.0
2000m,FEMALE,8:44.22,356.0
3000m,FEMALE,13:49.25,356.0
2 Miles,FEMALE,14:54.21,356.0
5000m,FEMALE,24:03.10,356.0
600m,FEMALE,2:12.56,355.0
800m,FEMALE,3:05.21,355.0
1000m,FEMALE,3:59.29,355.0
1500m,FEMALE,6:18.73,355.0
Mile,FEMALE,6:50.10,355.0
2000m,FEMALE,8:44.54,355.0
3000m,FEMALE,13:49.77,355.0
2 Miles,FEMALE,14:54.78,355.0
5000m,FEMALE,24:04.02,355.0
600m,FEMALE,2:12.64,354.0
800m,FEMALE,3:05.33,354.0
1000m,FEMALE,3:59.44,354.0
1500m,FEMALE,6:18.95,354.0
Mile,FEMALE,6:50.35,354.0
2000m,FEMALE,8:44.87,354.0
3000m,FEMALE,13:50.29,354.0
2 Miles,FEMALE,14:55.34,354.0
5000m,FEMALE,24:04.94,354.0
600m,FEMALE,2:12.72,353.0
800m,FEMALE,3:05.44,353.0
1000m,FEMALE,3:59.58,353.0
1500m,FEMALE,6:19.18,353.0
Mile,FEMALE,6:50.60,353.0
2000m,FEMALE,8:45.19,353.0
3000m,FEMALE,13:50.82,353.0
2 Miles,FEMALE,14:55.91,353.0
5000m,FEMALE,24:05.87,353.0
600m,FEMALE,2:12.80,352.0
800m,FEMALE,3:05.55,352.0
1000m,FEMALE,3:59.72,352.0
1500m,FEMALE,6:19.41,352.0
Mile,FEMALE,6:50.85,352.0
2000m,FEMALE,8:45.51,352.0
3000m,FEMALE,13:51.34,352.0
2 Miles,FEMALE,14:56.48,352.0
5000m,FEMALE,24:06.80,352.0
600m,FEMALE,2:12.88,351.0
800m,FEMALE,3:05.66,351.0
1000m,FEMALE,3:59.86,351.0
1500m,FEMALE,6:19.64,351.0
Mile,FEMALE,6:51.09,351.0
2000m,FEMALE,8:45.83,351.0
3000m,FEMALE,13:51.86,351.0
2 Miles,FEMALE,14:57.05,351.0
5000m,FEMALE,24:07.73,351.0
600m,FEMALE,2:12.96,350.0
800m,FEMALE,3:05.77,350.0
1000m,FEMALE,4:00.01,350.0
1500m,FEMALE,6:19.87,350.0
Mile,FEMALE,6:51.34,350.0
2000m,FEMALE,8:46.15,350.0
3000m,FEMALE,13:52.39,350.0
2 Miles,FEMALE,14:57.61,350.0
5000m,FEMALE,24:08.66,350.0
600m,FEMALE,2:13.05,349.0
800m,FEMALE,3:05.88,349.0
1000m,FEMALE,4:00.15,349.0
1500m,FEMALE,6:20.10,349.0
Mile,FEMALE,6:51.59,349.0
2000m,FEMALE,8:46.48,349.0
3000m,FEMALE,13:52.91,349.0
2 Miles,FEMALE,14:58.18,349.0
5000m,FEMALE,24:09.59,349.0
600m,FEMALE,2:13.13,348.0
800m,FEMALE,3:06.00,348.0
1000m,FEMALE,4:00.29,348.0
1500m,FEMALE,6:20.33,348.0
Mile,FEMALE,6:51.84,348.0
2000m,FEMALE,8:46.80,348.0
3000m,FEMALE,13:53.44,348.0
2 Miles,FEMALE,14:58.75,348.0
5000m,FEMALE,24:10.52,348.0
600m,FEMALE,2:13.21,347.0
800m,FEMALE,3:06.11,347.0
1000m,FEMALE,4:00.44,347.0
1500m,FEMALE,6:20.55,347.0
Mile,FEMALE,6:52.09,347.0
2000m,FEMALE,8:47.12,347.0
3000m,FEMALE,13:53.97,347.0
2 Miles,FEMALE,14:59.33,347.0
5000m,FEMALE,24:11.45,347.0
600m,FEMALE,2:13.29,346.0
800m,FEMALE,3:06.22,346.0
1000m,FEMALE,4:00.58,346.0
1500m,FEMALE,6:20.78,346.0
Mile,FEMALE,6:52.34,346.0
2000m,FEMALE,8:47.45,346.0
3000m,FEMALE,13:54.49,346.0
2 Miles,FEMALE,14:59.90,346.0
5000m,FEMALE,24:12.39,346.0
600m,FEMALE,2:13.38,345.0
800m,FEMALE,3:06.33,345.0
1000m,FEMALE,4:00.73,345.0
1500m,FEMALE,6:21.01,345.0
Mile,FEMALE,6:52.59,345.0
2000m,FEMALE,8:47.77,345.0
3000m,FEMALE,13:55.02,345.0
2 Miles,FEMALE,15:00.47,345.0
5000m,FEMALE,24:13.33,345.0
600m,FEMALE,2:13.46,344.0
800m,FEMALE,3:06.45,344.0
1000m,FEMALE,4:00.87,344.0
1500m,FEMALE,6:21.25,344.0
Mile,FEMALE,6:52.84,344.0
2000m,FEMALE,8:48.10,344.0
3000m,FEMALE,13:55.55,344.0
2 Miles,FEMALE,15:01.05,344.0
5000m,FEMALE,24:14.26,344.0
600m,FEMALE,2:13.54,343.0
800m,FEMALE,3:06.56,343.0
1000m,FEMALE,4:01.02,343.0
1500m,FEMALE,6:21.48,343.0
Mile,FEMALE,6:53.09,343.0
2000m,FEMALE,8:48.43,343.0
3000m,FEMALE,13:56.08,343.0
2 Miles,FEMALE,15:01.62,343.0
5000m,FEMALE,24:15.20,343.0
600m,FEMALE,2:13.62,342.0
800m,FEMALE,3:06.67,342.0
1000m,FEMALE,4:01.16,342.0
1500m,FEMALE,6:21.71,342.0
Mile,FEMALE,6:53.34,342.0
2000m,FEMALE,8:48.75,342.0
3000m,FEMALE,13:56.61,342.0
2 Miles,FEMALE,15:02.20,342.0
5000m,FEMALE,24:16.14,342.0
600m,FEMALE,2:13.71,341.0
800m,FEMALE,3:06.78,341.0
1000m,FEMALE,4:01.31,341.0
1500m,FEMALE,6:21.94,341.0
Mile,FEMALE,6:53.60,341.0
2000m,FEMALE,8:49.08,341.0
3000m,FEMALE,13:57.14,341.0
2 Miles,FEMALE,15:02.77,341.0
5000m,FEMALE,24:17.08,341.0
600m,FEMALE,2:13.79,340.0
800m,FEMALE,3:06.90,340.0
1000m,FEMALE,4:01.45,340.0
1500m,FEMALE,6:22.17,340.0
Mile,FEMALE,6:53.85,340.0
2000m,FEMALE,8:49.41,340.0
3000m,FEMALE,13:57.68,340.0
2 Miles,FEMALE,15:03.35,340.0
5000m,FEMALE,24:18.03,340.0
600m,FEMALE,2:13.87,339.0
800m,FEMALE,3:07.01,339.0
1000m,FEMALE,4:01.60,339.0
1500m,FEMALE,6:22.40,339.0
Mile,FEMALE,6:54.10,339.0
2000m,FEMALE,8:49.73,339.0
3000m,FEMALE,13:58.21,339.0
2 Miles,FEMALE,15:03.93,339.0
5000m,FEMALE,24:18.97,339.0
600m,FEMALE,2:13.96,338.0
800m,FEMALE,3:07.12,338.0
1000m,FEMALE,4:01.74,338.0
1500m,FEMALE,6:22.64,338.0
Mile,FEMALE,6:54.35,338.0
2000m,FEMALE,8:50.06,338.0
3000m,FEMALE,13:58.74,338.0
2 Miles,FEMALE,15:04.51,338.0
5000m,FEMALE,24:19.92,338.0
600m,FEMALE,2:14.04,337.0
800m,FEMALE,3:07.24,337.0
1000m,FEMALE,4:01.89,337.0
1500m,FEMALE,6:22.87,337.0
Mile,FEMALE,6:54.61,337.0
2000m,FEMALE,8:50.39,337.0
3000m,FEMALE,13:59.28,337.0
2 Miles,FEMALE,15:05.09,337.0
5000m,FEMALE,24:20.87,337.0
600m,FEMALE,2:14.12,336.0
800m,FEMALE,3:07.35,336.0
1000m,FEMALE,4:02.04,336.0
1500m,FEMALE,6:23.10,336.0
Mile,FEMALE,6:54.86,336.0
2000m,FEMALE,8:50.72,336.0
3000m,FEMALE,13:59.81,336.0
2 Miles,FEMALE,15:05.67,336.0
5000m,FEMALE,24:21.82,336.0
600m,FEMALE,2:14.21,335.0
800m,FEMALE,3:07.47,335.0
1000m,FEMALE,4:02.18,335.0
1500m,FEMALE,6:23.34,335.0
Mile,FEMALE,6:55.11,335.0
2000m,FEMALE,8:51.05,335.0
3000m,FEMALE,14:00.35,335.0
2 Miles,FEMALE,15:06.25,335.0
5000m,FEMALE,24:22.77,335.0
600m,FEMALE,2:14.29,334.0
800m,FEMALE,3:07.58,334.0
1000m,FEMALE,4:02.33,334.0
1500m,FEMALE,6:23.57,334.0
Mile,FEMALE,6:55.37,334.0
2000m,FEMALE,8:51.38,334.0
3000m,FEMALE,14:00.89,334.0
2 Miles,FEMALE,15:06.83,334.0
5000m,FEMALE,24:23.72,334.0
600m,FEMALE,2:14.37,333.0
800m,FEMALE,3:07.70,333.0
1000m,FEMALE,4:02.48,333.0
1500m,FEMALE,6:23.80,333.0
Mile,FEMALE,6:55.62,333.0
2000m,FEMALE,8:51.71,333.0
3000m,FEMALE,14:01.43,333.0
2 Miles,FEMALE,15:07.42,333.0
5000m,FEMALE,24:24.67,333.0
600m,FEMALE,2:14.46,332.0
800m,FEMALE,3:07.81,332.0
1000m,FEMALE,4:02.62,332.0
1500m,FEMALE,6:24.04,332.0
Mile,FEMALE,6:55.88,332.0
2000m,FEMALE,8:52.04,332.0
3000m,FEMALE,14:01.97,332.0
2 Miles,FEMALE,15:08.00,332.0
5000m,FEMALE,24:25.63,332.0
600m,FEMALE,2:14.54,331.0
800m,FEMALE,3:07.92,331.0
1000m,FEMALE,4:02.77,331.0
1500m,FEMALE,6:24.27,331.0
Mile,FEMALE,6:56.13,331.0
2000m,FEMALE,8:52.37,331.0
3000m,FEMALE,14:02.50,331.0
2 Miles,FEMALE,15:08.59,331.0
5000m,FEMALE,24:26.58,331.0
600m,FEMALE,2:14.63,330.0
800m,FEMALE,3:08.04,330.0
1000m,FEMALE,4:02.92,330.0
1500m,FEMALE,6:24.51,330.0
Mile,FEMALE,6:56.39,330.0
2000m,FEMALE,8:52.71,330.0
3000m,FEMALE,14:03.05,330.0
2 Miles,FEMALE,15:09.17,330.0
5000m,FEMALE,24:27.54,330.0
600m,FEMALE,2:14.71,329.0
800m,FEMALE,3:08.15,329.0
1000m,FEMALE,4:03.07,329.0
1500m,FEMALE,6:24.74,329.0
Mile,FEMALE,6:56.65,329.0
2000m,FEMALE,8:53.04,329.0
3000m,FEMALE,14:03.59,329.0
2 Miles,FEMALE,15:09.76,329.0
5000m,FEMALE,24:28.50,329.0
600m,FEMALE,2:14.80,328.0
800m,FEMALE,3:08.27,328.0
1000m,FEMALE,4:03.21,328.0
1500m,FEMALE,6:24.98,328.0
Mile,FEMALE,6:56.90,328.0
2000m,FEMALE,8:53.37,328.0
3000m,FEMALE,14:04.13,328.0
2 Miles,FEMALE,15:10.35,328.0
5000m,FEMALE,24:29.46,328.0
600m,FEMALE,2:14.88,327.0
800m,FEMALE,3:08.39,327.0
1000m,FEMALE,4:03.36,327.0
1500m,FEMALE,6:25.22,327.0
Mile,FEMALE,6:57.16,327.0
2000m,FEMALE,8:53.71,327.0
3000m,FEMALE,14:04.67,327.0
2 Miles,FEMALE,15:10.94,327.0
5000m,FEMALE,24:30.42,327.0
600m,FEMALE,2:14.97,326.0
800m,FEMALE,3:08.50,326.0
1000m,FEMALE,4:03.51,326.0
1500m,FEMALE,6:25.45,326.0
Mile,FEMALE,6:57.42,326.0
2000m,FEMALE,8:54.04,326.0
3000m,FEMALE,14:05.22,326.0
2 Miles,FEMALE,15:11.53,326.0
5000m,FEMALE,24:31.38,326.0
600m,FEMALE,2:15.05,325.0
800m,FEMALE,3:08.62,325.0
1000m,FEMALE,4:03.66,325.0
1500m,FEMALE,6:25.69,325.0
Mile,FEMALE,6:57.68,325.0
2000m,FEMALE,8:54.38,325.0
3000m,FEMALE,14:05.76,325.0
2 Miles,FEMALE,15:12.12,325.0
5000m,FEMALE,24:32.35,325.0
600m,FEMALE,2:15.14,324.0
800m,FEMALE,3:08.73,324.0
1000m,FEMALE,4:03.81,324.0
1500m,FEMALE,6:25.93,324.0
Mile,FEMALE,6:57.94,324.0
2000m,FEMALE,8:54.71,324.0
3000m,FEMALE,14:06.31,324.0
2 Miles,FEMALE,15:12.71,324.0
5000m,FEMALE,24:33.32,324.0
600m,FEMALE,2:15.22,323.0
800m,FEMALE,3:08.85,323.0
1000m,FEMALE,4:03.96,323.0
1500m,FEMALE,6:26.17,323.0
Mile,FEMALE,6:58.19,323.0
2000m,FEMALE,8:55.05,323.0
3000m,FEMALE,14:06.85,323.0
2 Miles,FEMALE,15:13.30,323.0
5000m,FEMALE,24:34.28,323.0
600m,FEMALE,2:15.31,322.0
800m,FEMALE,3:08.97,322.0
1000m,FEMALE,4:04.11,322.0
1500m,FEMALE,6:26.41,322.0
Mile,FEMALE,6:58.45,322.0
2000m,FEMALE,8:55.38,322.0
3000m,FEMALE,14:07.40,322.0
2 Miles,FEMALE,15:13.89,322.0
5000m,FEMALE,24:35.25,322.0
600m,FEMALE,2:15.39,321.0
800m,FEMALE,3:09.08,321.0
1000m,FEMALE,4:04.26,321.0
1500m,FEMALE,6:26.64,321.0
Mile,FEMALE,6:58.71,321.0
2000m,FEMALE,8:55.72,321.0
3000m,FEMALE,14:07.95,321.0
2 Miles,FEMALE,15:14.49,321.0
5000m,FEMALE,24:36.22,321.0
600m,FEMALE,2:15.48,320.0
800m,FEMALE,3:09.20,320.0
1000m,FEMALE,4:04.41,320.0
1500m,FEMALE,6:26.88,320.0
Mile,FEMALE,6:58.97,320.0
2000m,FEMALE,8:56.06,320.0
3000m,FEMALE,14:08.50,320.0
2 Miles,FEMALE,15:15.08,320.0
5000m,FEMALE,24:37.20,320.0
600m,FEMALE,2:15.56,319.0
800m,FEMALE,3:09.32,319.0
1000m,FEMALE,4:04.56,319.0
1500m,FEMALE,6:27.12,319.0
Mile,FEMALE,6:59.23,319.0
2000m,FEMALE,8:56.40,319.0
3000m,FEMALE,14:09.04,319.0
2 Miles,FEMALE,15:15.68,319.0
5000m,FEMALE,24:38.17,319.0
600m,FEMALE,2:15.65,318.0
800m,FEMALE,3:09.43,318.0
1000m,FEMALE,4:04.71,318.0
1500m,FEMALE,6:27.36,318.0
Mile,FEMALE,6:59.49,318.0
2000m,FEMALE,8:56.73,318.0
3000m,FEMALE,14:09.60,318.0
2 Miles,FEMALE,15:16.28,318.0
5000m,FEMALE,24:39.15,318.0
600m,FEMALE,2:15.74,317.0
800m,FEMALE,3:09.55,317.0
1000m,FEMALE,4:04.86,317.0
1500m,FEMALE,6:27.60,317.0
Mile,FEMALE,6:59.76,317.0
2000m,FEMALE,8:57.07,317.0
3000m,FEMALE,14:10.15,317.0
2 Miles,FEMALE,15:16.87,317.0
5000m,FEMALE,24:40.12,317.0
600m,FEMALE,2:15.82,316.0
800m,FEMALE,3:09.67,316.0
1000m,FEMALE,4:05.01,316.0
1500m,FEMALE,6:27.84,316.0
Mile,FEMALE,7:00.02,316.0
2000m,FEMALE,8:57.41,316.0
3000m,FEMALE,14:10.70,316.0
2 Miles,FEMALE,15:17.47,316.0
5000m,FEMALE,24:41.10,316.0
600m,FEMALE,2:15.91,315.0
800m,FEMALE,3:09.79,315.0
1000m,FEMALE,4:05.16,315.0
1500m,FEMALE,6:28.08,315.0
Mile,FEMALE,7:00.28,315.0
2000m,FEMALE,8:57.75,315.0
3000m,FEMALE,14:11.25,315.0
2 Miles,FEMALE,15:18.07,315.0
5000m,FEMALE,24:42.08,315.0
600m,FEMALE,2:16.00,314.0
800m,FEMALE,3:09.90,314.0
1000m,FEMALE,4:05.31,314.0
1500m,FEMALE,6:28.33,314.0
Mile,FEMALE,7:00.54,314.0
2000m,FEMALE,8:58.09,314.0
3000m,FEMALE,14:11.81,314.0
2 Miles,FEMALE,15:18.67,314.0
5000m,FEMALE,24:43.06,314.0
600m,FEMALE,2:16.08,313.0
800m,FEMALE,3:10.02,313.0
1000m,FEMALE,4:05.46,313.0
1500m,FEMALE,6:28.57,313.0
Mile,FEMALE,7:00.80,313.0
2000m,FEMALE,8:58.43,313.0
3000m,FEMALE,14:12.36,313.0
2 Miles,FEMALE,15:19.28,313.0
5000m,FEMALE,24:44.05,313.0
600m,FEMALE,2:16.17,312.0
800m,FEMALE,3:10.14,312.0
1000m,FEMALE,4:05.61,312.0
1500m,FEMALE,6:28.81,312.0
Mile,FEMALE,7:01.07,312.0
2000m,FEMALE,8:58.78,312.0
3000m,FEMALE,14:12.92,312.0
2 Miles,FEMALE,15:19.88,312.0
5000m,FEMALE,24:45.03,312.0
600m,FEMALE,2:16.26,311.0
800m,FEMALE,3:10.26,311.0
1000m,FEMALE,4:05.77,311.0
1500m,FEMALE,6:29.05,311.0
Mile,FEMALE,7:01.33,311.0
2000m,FEMALE,8:59.12,311.0
3000m,FEMALE,14:13.47,311.0
2 Miles,FEMALE,15:20.48,311.0
5000m,FEMALE,24:46.02,311.0
600m,FEMALE,2:16.34,310.0
800m,FEMALE,3:10.38,310.0
1000m,FEMALE,4:05.92,310.0
1500m,FEMALE,6:29.29,310.0
Mile,FEMALE,7:01.60,310.0
2000m,FEMALE,8:59.46,310.0
3000m,FEMALE,14:14.03,310.0
2 Miles,FEMALE,15:21.09,310.0
5000m,FEMALE,24:47.00,310.0
600m,FEMALE,2:16.43,309.0
800m,FEMALE,3:10.50,309.0
1000m,FEMALE,4:06.07,309.0
1500m,FEMALE,6:29.54,309.0
Mile,FEMALE,7:01.86,309.0
2000m,FEMALE,8:59.81,309.0
3000m,FEMALE,14:14.59,309.0
2 Miles,FEMALE,15:21.69,309.0
5000m,FEMALE,24:47.99,309.0
600m,FEMALE,2:16.52,308.0
800m,FEMALE,3:10.62,308.0
1000m,FEMALE,4:06.22,308.0
1500m,FEMALE,6:29.78,308.0
Mile,FEMALE,7:02.12,308.0
2000m,FEMALE,9:00.15,308.0
3000m,FEMALE,14:15.15,308.0
2 Miles,FEMALE,15:22.30,308.0
5000m,FEMALE,24:48.98,308.0
600m,FEMALE,2:16.60,307.0
800m,FEMALE,3:10.73,307.0
1000m,FEMALE,4:06.38,307.0
1500m,FEMALE,6:30.03,307.0
Mile,FEMALE,7:02.39,307.0
2000m,FEMALE,9:00.49,307.0
3000m,FEMALE,14:15.71,307.0
2 Miles,FEMALE,15:22.91,307.0
5000m,FEMALE,24:49.98,307.0
600m,FEMALE,2:16.69,306.0
800m,FEMALE,3:10.85,306.0
1000m,FEMALE,4:06.53,306.0
1500m,FEMALE,6:30.27,306.0
Mile,FEMALE,7:02.66,306.0
2000m,FEMALE,9:00.84,306.0
3000m,FEMALE,14:16.27,306.0
2 Miles,FEMALE,15:23.52,306.0
5000m,FEMALE,24:50.97,306.0
600m,FEMALE,2:16.78,305.0
800m,FEMALE,3:10.97,305.0
1000m,FEMALE,4:06.68,305.0
1500m,FEMALE,6:30.51,305.0
Mile,FEMALE,7:02.92,305.0
2000m,FEMALE,9:01.18,305.0
3000m,FEMALE,14:16.83,305.0
2 Miles,FEMALE,15:24.13,305.0
5000m,FEMALE,24:51.97,305.0
600m,FEMALE,2:16.87,304.0
800m,FEMALE,3:11.09,304.0
1000m,FEMALE,4:06.84,304.0
1500m,FEMALE,6:30.76,304.0
Mile,FEMALE,7:03.19,304.0
2000m,FEMALE,9:01.53,304.0
3000m,FEMALE,14:17.40,304.0
2 Miles,FEMALE,15:24.74,304.0
5000m,FEMALE,24:52.97,304.0
600m,FEMALE,2:16.96,303.0
800m,FEMALE,3:11.21,303.0
1000m,FEMALE,4:06.99,303.0
1500m,FEMALE,6:31.01,303.0
Mile,FEMALE,7:03.46,303.0
2000m,FEMALE,9:01.88,303.0
3000m,FEMALE,14:17.96,303.0
2 Miles,FEMALE,15:25.35,303.0
5000m,FEMALE,24:53.96,303.0
600m,FEMALE,2:17.04,302.0
800m,FEMALE,3:11.33,302.0
1000m,FEMALE,4:07.14,302.0
1500m,FEMALE,6:31.25,302.0
Mile,FEMALE,7:03.72,302.0
2000m,FEMALE,9:02.22,302.0
3000m,FEMALE,14:18.52,302.0
2 Miles,FEMALE,15:25.96,302.0
5000m,FEMALE,24:54.97,302.0
600m,FEMALE,2:17.13,301.0
800m,FEMALE,3:11.45,301.0
1000m,FEMALE,4:07.30,301.0
1500m,FEMALE,6:31.50,301.0
Mile,FEMALE,7:03.99,301.0
2000m,FEMALE,9:02.57,301.0
3000m,FEMALE,14:19.09,301.0
2 Miles,FEMALE,15:26.57,301.0
5000m,FEMALE,24:55.97,301.0
600m,FEMALE,2:17.22,300.0
800m,FEMALE,3:11.57,300.0
1000m,FEMALE,4:07.45,300.0
1500m,FEMALE,6:31.75,300.0
Mile,FEMALE,7:04.26,300.0
2000m,FEMALE,9:02.92,300.0
3000m,FEMALE,14:19.66,300.0
2 Miles,FEMALE,15:27.19,300.0
5000m,FEMALE,24:56.97,300.0
600m,FEMALE,2:17.31,299.0
800m,FEMALE,3:11.70,299.0
1000m,FEMALE,4:07.61,299.0
1500m,FEMALE,6:31.99,299.0
Mile,FEMALE,7:04.53,299.0
2000m,FEMALE,9:03.27,299.0
3000m,FEMALE,14:20.22,299.0
2 Miles,FEMALE,15:27.80,299.0
5000m,FEMALE,24:57.98,299.0
600m,FEMALE,2:17.40,298.0
800m,FEMALE,3:11.82,298.0
1000m,FEMALE,4:07.76,298.0
1500m,FEMALE,6:32.24,298.0
Mile,FEMALE,7:04.80,298.0
2000m,FEMALE,9:03.62,298.0
3000m,FEMALE,14:20.79,298.0
2 Miles,FEMALE,15:28.42,298.0
5000m,FEMALE,24:58.99,298.0
600m,FEMALE,2:17.49,297.0
800m,FEMALE,3:11.94,297.0
1000m,FEMALE,4:07.92,297.0
1500m,FEMALE,6:32.49,297.0
Mile,FEMALE,7:05.07,297.0
2000m,FEMALE,9:03.97,297.0
3000m,FEMALE,14:21.36,297.0
